date	hour	precip	drivers_onduty	drivers_occupied	t_onduty	t_occupied	n_pass	n_trip	n_mile	earnings
2012-04-11	2	NA	3352	3352	1525.96916667	925.426111111	8515	5162	18527.0640461	63239.0439222
2012-04-11	3	NA	2347	2347	1035.73805556	635.608055556	5712	3474	13260.3377717	44048.0952116
2012-04-11	4	NA	2067	2066	846.736388889	573.485	4714	2915	13411.4759812	43102.9050842
2012-04-11	5	NA	2657	2657	953.665833333	631.714444444	5927	4019	16219.6697053	53744.808738
2012-04-11	6	NA	5591	5591	2810.52833333	1682.69805556	18057	12159	35090.2538308	121244.930196
2012-04-11	7	0	8429	8429	5965.80333333	3776.29277778	36280	23557	58154.382492	220163.620524
2012-04-11	8	NA	9714	9713	8150.31444444	5694.90111111	45144	28730	69946.9016762	288356.056754
2012-04-11	9	NA	10295	10295	8742.91722222	6123.29166667	44830	28462	68573.4527414	297986.917943
2012-04-11	10	NA	10386	10386	7880.34222222	5224.71472222	40110	24875	62276.6748868	261750.768427
2012-04-11	11	NA	10275	10275	7393.79694444	4981.32694444	39071	24094	58811.5170025	248468.635071
2012-04-11	12	NA	10361	10361	7898.48444444	5607.46472222	41853	25689	62804.6051273	273190.881864
2012-04-11	13	NA	10354	10353	7762.06194444	5616.88305556	40875	24762	63453.3389805	271864.652099
2012-04-11	14	NA	10536	10535	7958.99305556	5779.79138889	42424	25729	68583.4386723	287510.376185
2012-04-11	15	NA	10267	10267	7511.5525	5657.225	40892	24382	68795.7774913	282004.93119
2012-04-11	16	NA	9727	9727	5770.825	4512.54388889	33544	20093	58070.2782668	250118.18928
2012-04-11	17	NA	10073	10073	6771.77972222	5499.05527778	40797	24820	64000.0946467	289991.706856
2012-04-11	18	NA	10997	10996	9036.6025	7028.43277778	50605	30833	79501.8774178	365621.707634
2012-04-11	19	NA	11104	11104	9105.08194444	6720.23638889	54807	33182	82666.9505874	371437.344884
2012-04-11	20	NA	11172	11172	8734.92638889	6154.74222222	53640	32479	89778.6745576	356647.652503
2012-04-11	21	NA	10793	10793	8477.51972222	5751.05944444	52904	31492	91577.8595967	347829.944059
2012-04-11	22	NA	10543	10543	8284.09611111	5642.50916667	51485	30473	92632.2370108	343809.236361
2012-04-11	23	NA	10107	10106	7529.67222222	4944.60638889	42789	25270	84519.7825788	305595.395103
2012-04-12	0	NA	8862	8861	5122.42222222	3147.54444444	27683	16400	58423.0973338	204423.372687
2012-04-12	1	NA	6089	6088	2968.86916667	1836.01083333	16112	9712	35848.9839156	122357.32286
2012-04-12	2	NA	3876	3874	1808.26027778	1103.93027778	10011	6086	21357.0541226	74072.6725665
2012-04-12	3	NA	2691	2690	1246.9425	757.56	6632	4174	15237.1236478	51334.2503737
2012-04-12	4	NA	2359	2359	961.193611111	647.491666667	5164	3305	15065.9893799	48737.0613593
2012-04-12	5	NA	2759	2759	1062.8075	713.522777778	6346	4297	18556.8975738	60394.2104522
2012-04-12	6	NA	5609	5608	2796.1825	1699.29472222	17780	11975	36777.4793795	124739.496436
2012-04-12	7	NA	8484	8483	5886.60166667	3690.79361111	35428	22956	59613.3815477	221055.908932
2012-04-12	8	NA	9771	9770	8125.06777778	5622.50305556	44663	28683	70824.4004696	287695.172337
2012-04-12	9	NA	10325	10325	8604.03805556	6023.09944444	43863	27901	68934.5525909	293805.041809
2012-04-12	10	NA	10382	10382	7764.65305556	5195.47611111	39664	24656	63143.0267581	262258.568281
2012-04-12	11	NA	10265	10265	7458.12722222	5022.85805556	39125	24197	60485.5916337	252528.036823
2012-04-12	12	NA	10358	10358	7992.67444444	5674.24138889	43314	26420	66391.3211706	281107.470111
2012-04-12	13	NA	10486	10485	7901.21222222	5800.79722222	43001	25942	67283.3147645	284870.696762
2012-04-12	14	NA	10656	10655	8171.09083333	6057.57611111	43035	25904	71966.4204742	297792.619265
2012-04-12	15	NA	10428	10428	7762.51666667	6007.25972222	40641	24146	70667.1093549	291881.325558
2012-04-12	16	NA	9956	9955	5971.26083333	4762.00527778	33015	19569	58977.0937821	255128.88899
2012-04-12	17	NA	10191	10191	6777.04416667	5549.22972222	41366	24891	66248.6633014	295327.893481
2012-04-12	18	NA	11134	11134	9168.48472222	7090.18666667	52825	31964	82869.7788391	376825.972241
2012-04-12	19	NA	11427	11427	9379.14055556	6893.91861111	57410	34546	87920.5126245	390669.263408
2012-04-12	20	NA	11460	11460	9079.74972222	6403.81305556	56405	33642	91870.8943762	368041.988379
2012-04-12	21	NA	11136	11136	8814.63861111	6165.26027778	55692	32889	95133.5627207	365757.429012
2012-04-12	22	NA	10919	10918	8881.54	6282.28722222	55129	32332	98680.8861852	373075.994016
2012-04-12	23	NA	10526	10526	8028.335	5533.24555556	49037	28425	91441.6010445	336146.34309
2012-04-13	0	NA	9717	9717	6507.93555556	4047.72166667	37147	21440	70552.6080386	254479.750209
2012-04-13	1	NA	7956	7956	4494.45333333	2736.86805556	24865	14754	51127.1759627	180648.575913
2012-04-13	2	NA	5536	5536	3000.37777778	1807.65861111	16524	9733	34198.0557077	119133.032787
2012-04-13	3	NA	3861	3861	2020.24194444	1201.94	11197	6730	23474.9921847	81832.8365048
2012-04-13	4	NA	3129	3126	1497.45388889	977.663888889	8372	5030	22189.0750934	73058.7492921
2012-04-13	5	NA	3119	3119	1251.07305556	853.744166667	7500	4933	21951.976374	71545.6310722
2012-04-13	6	NA	5478	5477	2780.5925	1692.27972222	17791	11727	36542.6590537	124253.986448
2012-04-13	7	NA	8201	8199	5558.97833333	3380.96083333	33566	21499	55538.0851647	205620.668026
2012-04-13	8	NA	9585	9585	7839.75361111	5339.89888889	43996	27908	69610.7954955	279912.944862
2012-04-13	9	NA	10182	10182	8367.15138889	5713.18722222	42904	27068	68472.1604443	286779.352673
2012-04-13	10	NA	10251	10251	7612.17055556	5019.25638889	39245	23930	61173.3093427	253498.733888
2012-04-13	11	NA	10099	10099	7521.39194444	5150.68166667	39607	24225	61712.0276129	257457.409317
2012-04-13	12	NA	9849	9849	7490.15861111	5453.83666667	41386	25172	64663.0415145	272982.807252
2012-04-13	13	NA	8902	8902	6832.40805556	5068.08444444	38605	23722	65661.4469865	264898.726489
2012-04-13	14	NA	9967	9967	7389.70666667	5595.52138889	42389	25507	70657.6001232	287137.385032
2012-04-13	15	NA	9902	9901	7279.17583333	5614.07638889	40217	23732	68715.3026012	282055.071724
2012-04-13	16	NA	9649	9647	5803.12166667	4601.16777778	33042	19668	57619.3323674	251238.037384
2012-04-13	17	NA	10053	10053	6641.68361111	5430.42694444	40953	24422	64892.4034986	290352.401515
2012-04-13	18	NA	10917	10917	9049.82277778	7098.77861111	52151	30931	79837.7778909	370179.904233
2012-04-13	19	NA	11265	11265	9433.28444444	7403.03444444	58366	34043	87508.5498202	397109.044326
2012-04-13	20	NA	11303	11303	9120.61472222	6799.97527778	58270	33759	89835.4228406	370723.977388
2012-04-13	21	NA	11082	11082	8819.57305556	6450.57916667	57792	32999	91384.6054781	361992.810941
2012-04-13	22	NA	11142	11142	9086.64666667	6805.00333333	59689	33590	97026.5189361	379850.571113
2012-04-13	23	NA	11022	11022	9068.89861111	6870.77305556	59168	33095	99611.5971182	383429.146785
2012-04-14	0	NA	10731	10730	8795.35027778	6458.50972222	54754	30623	95370.0793882	361774.062432
2012-04-14	1	NA	10277	10276	7977.23527778	5439.43361111	47358	26730	88058.8736994	321168.440407
2012-04-14	2	NA	9465	9464	6942.38222222	4398.60944444	40554	22927	77473.020835	273982.943872
2012-04-14	3	NA	8088	8087	5452.695	3316.06277778	30321	17156	60565.2350957	211347.687646
2012-04-14	4	NA	6172	6169	3468.06472222	2271.07138889	19123	10890	44753.6905258	151444.229279
2012-04-14	5	NA	3527	3525	1531.42416667	1030.00972222	8072	4988	24005.1764484	77938.3256454
2012-04-14	6	NA	3430	3430	1540.34388889	994.885277778	9061	5701	24354.7037387	77672.5488313
2012-04-14	7	NA	4572	4572	2179.16111111	1340.46055556	13407	8513	30256.3657584	99319.9213088
2012-04-14	8	NA	6093	6093	3479.36666667	2067.52472222	21147	13318	40030.4822356	138690.217207
2012-04-14	9	NA	7230	7229	4885.33083333	2859.63472222	30796	18608	47607.4655479	177250.939699
2012-04-14	10	NA	8092	8092	6031.86388889	3736.935	37883	22500	56732.8299007	217429.107038
2012-04-14	11	NA	8675	8674	6761.39694444	4420.75833333	42856	24878	62219.6807536	244241.24508
2012-04-14	12	NA	9058	9056	7301.92194444	5104.14638889	46624	27014	67906.3254222	270828.07318
2012-04-14	13	NA	9344	9344	7445.48694444	5540.93138889	47460	27156	70220.7601117	285242.903911
2012-04-14	14	NA	9683	9683	7643.71361111	5688.28972222	45590	26023	69169.4518081	285584.63861
2012-04-14	15	NA	9624	9624	7413.70638889	5762.34916667	45448	25665	71990.0052091	289675.134538
2012-04-14	16	NA	9296	9296	5883.49166667	4736.0425	38079	21598	61258.5603582	243278.065646
2012-04-14	17	NA	9592	9592	6247.83194444	5211.19027778	45119	25263	65962.3830532	263265.51236
2012-04-14	18	NA	10212	10212	8300.74444444	6687.32388889	54893	30836	79611.7250353	326971.800908
2012-04-14	19	NA	10475	10475	8653.33666667	7007.7175	56701	31679	80910.738243	336261.434423
2012-04-14	20	NA	10644	10644	8599.80277778	6661.81027778	54795	30593	80216.4313172	337782.861218
2012-04-14	21	NA	10520	10520	8319.98388889	6152.03111111	54779	30272	80023.8119696	327936.783377
2012-04-14	22	0	10717	10717	8842.58166667	6833.34694444	60754	33188	87220.8094629	357409.973601
2012-04-14	23	NA	10836	10836	9258.3125	7363.30805556	60223	32794	93015.9979066	376018.119094
2012-04-15	0	NA	10653	10653	8941.47472222	6815.16861111	56069	30695	92972.1278848	362737.3177
2012-04-15	1	NA	10238	10238	8157.95666667	5697.20638889	50452	27870	88675.909379	328447.153962
2012-04-15	2	NA	9497	9497	7232.4475	4746.19388889	44333	24564	81030.5849068	289385.43688
2012-04-15	3	NA	8407	8405	6155.69472222	3862.40916667	35430	19694	68682.1439568	240747.393325
2012-04-15	4	0	6614	6611	4026.635	2671.93972222	21749	12376	50811.9623843	172117.139029
2012-04-15	5	0	3754	3753	1714.70138889	1162.53388889	9289	5510	26327.5736209	84180.1801921
2012-04-15	6	NA	3075	3075	1444.67472222	943.556944444	8090	5076	23915.5576281	74298.6586454
2012-04-15	7	0	3687	3686	1902.54722222	1154.93583333	11619	7268	27825.8443739	89766.6525294
2012-04-15	8	0	4765	4765	2431.31888889	1460.44888889	15302	9409	33221.4114835	108939.05704
2012-04-15	9	NA	5998	5998	3738.06388889	2210.88083333	24006	14524	44267.2771861	152549.532067
2012-04-15	10	NA	7110	7109	5093.9075	3143.60194444	34188	20208	54904.18004	198321.930449
2012-04-15	11	NA	7937	7937	6119.50027778	4043.19833333	40455	23556	62343.5074871	233872.49642
2012-04-15	12	NA	8523	8523	6834.86111111	5044.77833333	44366	25625	70082.3590373	272056.609292
2012-04-15	13	NA	8787	8787	6841.72527778	5189.34138889	43374	24911	72291.6420341	277773.622891
2012-04-15	14	NA	9038	9033	6881.63166667	5219.81138889	42821	24374	74160.4428703	282191.0308
2012-04-15	15	NA	9086	9086	6854.84111111	5208.66888889	40909	23243	75083.1749128	283179.83425
2012-04-15	16	NA	8956	8955	5998.34638889	4821.39138889	35215	20053	68181.3549203	258275.172936
2012-04-15	17	NA	8738	8738	5929.91555556	4769.75138889	38088	21727	69347.296514	258849.381066
2012-04-15	18	NA	9040	9040	7022.14333333	5233.40805556	42212	24315	76149.1595604	284946.855838
2012-04-15	19	NA	8909	8908	6714.855	4703.62055556	39600	22958	70943.8074174	262517.164796
2012-04-15	20	NA	8706	8706	5958.64111111	4026.57111111	36014	21000	65667.4139633	244162.894385
2012-04-15	21	NA	8216	8216	5504.7225	3572.85555556	33545	19507	64973.4398457	231893.370454
2012-04-15	22	NA	7675	7673	5198.82805556	3322.7175	30402	17843	65011.2688914	224223.239687
2012-04-15	23	NA	6623	6622	4199.59722222	2638.79472222	24259	14524	52112.3838891	178732.092227
2012-04-16	0	NA	5595	5595	3169.605	2012.31888889	16815	10235	43554.9193901	142406.333371
2012-04-16	1	NA	3941	3941	1953.64305556	1230.6425	10179	6211	27609.5968498	88512.6520884
2012-04-16	2	NA	2587	2585	1191.32861111	741.719166667	6460	3984	15799.7804145	51766.3205269
2012-04-16	3	NA	1834	1834	807.763611111	515.219166667	4388	2703	11137.9397709	36042.6591429
2012-04-16	4	NA	1850	1848	801.193055556	534.266388889	4370	2761	13016.1760607	41935.0782314
2012-04-16	5	NA	2846	2846	1135.86	768.994166667	6967	4605	20657.3602627	66774.8325585
2012-04-16	6	NA	5511	5509	2998.31444444	1923.91666667	18289	12504	41293.4868872	138822.595706
2012-04-16	7	NA	8032	8032	5739.63388889	3885.84527778	33797	22351	61933.9091266	224880.497214
2012-04-16	8	NA	9226	9226	7742.33444444	5720.97138889	41193	26452	72315.941161	285001.965239
2012-04-16	9	NA	9663	9661	8074.96305556	5717.88833333	39975	25479	69961.0010922	283995.301226
2012-04-16	10	NA	9638	9638	7003.24388889	4685.89138889	34436	21822	61728.063006	243137.340318
2012-04-16	11	NA	9381	9381	6639.28027778	4421.48083333	34409	21523	58772.6463998	234284.168813
2012-04-16	12	NA	9398	9398	6796.09888889	4596.15	36895	22849	60611.6470772	244710.824259
2012-04-16	13	NA	9353	9353	6629.60444444	4493.34527778	36049	22369	61419.3875952	243004.871297
2012-04-16	14	NA	9680	9680	7120.43722222	5013.69972222	39348	24177	68303.2358474	266929.027538
2012-04-16	15	NA	9750	9750	7100.28416667	5206.52388889	39624	23979	68898.4548354	271710.147498
2012-04-16	16	NA	9626	9624	6009.24666667	4510.88861111	35266	21115	63735.6942149	261510.241391
2012-04-16	17	NA	9889	9889	6949.86277778	5117.33055556	41942	25506	69196.5117957	293365.615119
2012-04-16	18	NA	10667	10667	8622.32194444	6026.02916667	49832	30432	79206.2924568	344445.408208
2012-04-16	19	NA	10736	10736	8276.67027778	5338.98916667	48698	29570	80443.8063211	333324.187164
2012-04-16	20	NA	10366	10366	7613.10472222	4912.28388889	45762	27596	82813.360722	309326.593997
2012-04-16	21	NA	9806	9806	7053.44666667	4549.75166667	42107	25183	81409.2432856	293655.676624
2012-04-16	22	NA	9351	9350	6513.37	4140.22888889	37727	22577	75857.3755964	269283.055766
2012-04-16	23	NA	8506	8506	5117.655	3156.24611111	27528	16493	59720.7107624	207830.057728
2012-04-17	0	NA	6629	6628	3511.62527778	2216.4675	18274	11104	44730.6814497	149640.591395
2012-04-17	1	NA	4395	4394	1977.46416667	1259.41194444	10343	6396	26390.5807441	88035.3164055
2012-04-17	2	NA	2791	2791	1270.61111111	791.133611111	6759	4228	16555.5783538	55190.3285106
2012-04-17	3	NA	1928	1928	778.938611111	502.859166667	4080	2626	10707.5929921	35026.9868054
2012-04-17	4	NA	1773	1773	693.993611111	463.205277778	3824	2433	10959.0489833	35133.8210167
2012-04-17	5	NA	2729	2728	985.496666667	677.541666667	6158	4156	17513.9928537	56961.791072
2012-04-17	6	NA	5876	5876	3007.82055556	1854.3575	18746	12557	37968.944098	129363.497168
2012-04-17	7	NA	8690	8689	6329.88444444	4090.33472222	36703	23684	59788.9295428	227511.745378
2012-04-17	8	NA	9981	9981	8488.02333333	6220.47222222	44489	28300	70330.4273653	295692.278955
2012-04-17	9	NA	10574	10574	8913.88888889	6426.98111111	41382	26604	67908.6982668	295654.324085
2012-04-17	10	NA	10506	10506	8034.0325	5514.23666667	37320	23554	60312.7393616	258869.597681
2012-04-17	11	NA	10245	10245	7553.46111111	5185.71861111	36853	22959	58422.255246	249152.440545
2012-04-17	12	NA	10291	10291	7753.16194444	5500.77833333	37961	23393	57091.0774263	255011.695827
2012-04-17	13	NA	10347	10347	7688.99777778	5407.83861111	37323	23287	63136.1975135	265698.07565
2012-04-17	14	NA	10394	10394	8067.23861111	5787.44777778	40576	24966	67138.1786527	283009.439671
2012-04-17	15	NA	10212	10212	7660.07083333	5718.42805556	39654	23954	67135.6655735	280090.89122
2012-04-17	16	NA	9840	9839	6016.37583333	4641.10361111	33516	20290	58000.7316029	251339.416294
2012-04-17	17	NA	10127	10127	7016.47555556	5597.10055556	41204	25298	64623.2272731	293316.896013
2012-04-17	18	NA	11028	11026	9313.02222222	7159.44222222	51235	31358	79389.6573699	368963.477516
2012-04-17	19	NA	11208	11208	9257.49777778	6726.32083333	51253	31566	82033.9415811	367957.930286
2012-04-17	20	NA	11114	11114	8566.59888889	5823.5425	49475	30450	87042.2300569	340970.393737
2012-04-17	21	NA	10606	10606	8148.96694444	5538.49861111	49243	29590	89543.0548706	335082.304833
2012-04-17	22	NA	10284	10283	7799.585	5215.24861111	45587	27256	87198.0364313	319824.293775
2012-04-17	23	NA	9646	9646	6930.02916667	4524.60222222	39318	23434	77273.2636677	279442.06056
2012-04-18	0	NA	8213	8212	4817.01916667	2989.61694444	24658	15042	54420.7399015	191633.152752
2012-04-18	1	NA	5640	5639	2685.98944444	1663.99138889	13963	8581	33031.572865	112598.009625
2012-04-18	2	NA	3400	3398	1515.62305556	934.157222222	8339	5130	18583.1625605	63215.6463259
2012-04-18	3	NA	2315	2315	1048.31861111	638.444444444	5768	3544	12846.1119958	43476.9448288
2012-04-18	4	NA	2106	2106	863.672222222	567.128333333	4806	3034	12972.8091568	42388.988999
2012-04-18	5	NA	2781	2780	1071.72	702.550555556	6551	4339	17802.9700253	59390.4696259
2012-04-18	6	NA	5727	5727	2991.51194444	1835.57555556	19002	12804	37223.582839	128779.170522
2012-04-18	7	NA	8555	8555	6231.22333333	4125.74944444	37900	24552	60634.0305136	230604.184768
2012-04-18	8	NA	9981	9981	8408.63194444	6302.59027778	46209	29508	72177.7817742	303274.854327
2012-04-18	9	NA	10440	10440	8919.36305556	6509.11361111	43412	27841	69448.609732	302892.91714
2012-04-18	10	NA	10482	10482	8150.07694444	5664.79861111	38793	24338	61139.3574958	265373.002301
2012-04-18	11	NA	10452	10452	7930.08361111	5563.16444444	38612	24014	60579.8262428	263433.937374
2012-04-18	12	NA	10426	10426	8039.04111111	5879.70611111	39982	24860	61667.6127548	275580.516254
2012-04-18	13	NA	10449	10449	7832.40583333	5665.24444444	39984	24754	64772.7461925	276701.516457
2012-04-18	14	NA	10675	10675	8333.41083333	6179.80333333	43398	26663	72492.7348741	303938.661549
2012-04-18	15	NA	10417	10417	7898.38888889	6015.80555556	41146	24899	70971.8228754	293171.127139
2012-04-18	16	NA	9914	9914	6070.38111111	4768.22305556	33345	20426	59382.7802755	257094.320098
2012-04-18	17	NA	10237	10237	6960.08305556	5675.01916667	42294	25569	65701.8565484	297898.939407
2012-04-18	18	NA	11214	11214	9309.59	7179.885	53361	32338	81131.5985409	374177.907764
2012-04-18	19	NA	11393	11393	9438.11666667	6969.15166667	54568	33374	86907.1961865	384350.214991
2012-04-18	20	NA	11272	11271	9007.38611111	6303.64972222	54912	33232	91792.8387598	362882.73911
2012-04-18	21	0	10981	10981	8660.97805556	6066.11722222	52930	31840	95356.3890214	360403.897177
2012-04-18	22	0	10705	10705	8576.32333333	6013.50777778	51609	30643	96029.3970301	357002.540807
2012-04-18	23	1	10252	10252	7590.23611111	5082.10583333	42833	25226	82881.1606017	303662.278816
2012-04-19	0	0	8829	8829	5342.60777778	3413.63138889	26743	16130	58582.1902576	208422.452864
2012-04-19	1	3	6089	6089	3085.64527778	1932.6425	16314	9892	35338.2871829	123346.275995
2012-04-19	2	1	3859	3858	1821.95083333	1141.14833333	9626	5932	21939.2481656	74860.6165225
2012-04-19	3	0	2600	2599	1191.64944444	731.265277778	6370	3903	14553.5252706	49106.2068855
2012-04-19	4	NA	2287	2283	973.050833333	651.443055556	5253	3334	15003.8095513	49389.3345814
2012-04-19	5	NA	2934	2934	1113.15361111	763.0525	6992	4622	20055.7463649	64964.471905
2012-04-19	6	NA	5800	5798	3035.35805556	1879.6625	19203	12914	39571.3969332	135885.00274
2012-04-19	7	NA	8642	8642	6228.73388889	4157.34888889	38124	24750	63297.308303	237997.200991
2012-04-19	8	NA	10023	10022	8358.20833333	6322.86861111	46591	29410	74425.5632384	308746.657107
2012-04-19	9	NA	10541	10541	8891.57888889	6552.19666667	44219	28131	69832.3910551	305562.272567
2012-04-19	10	NA	10570	10570	8268.71305556	5832.14972222	39385	24791	63098.2842769	273686.394283
2012-04-19	11	NA	10423	10423	7833.3075	5526.84083333	39156	24264	61723.7886538	264590.120651
2012-04-19	12	NA	10452	10451	7967.15166667	5782.86805556	40678	25196	65354.5323548	281021.592476
2012-04-19	13	NA	10428	10426	7730.7525	5574.30222222	39447	24550	66581.1684318	278348.796419
2012-04-19	14	NA	10669	10668	8329.27972222	6280.53388889	42587	26168	74775.0828145	307030.275892
2012-04-19	15	NA	10435	10434	7962.14888889	6267.28583333	40293	24281	72138.252552	299136.916871
2012-04-19	16	NA	10055	10055	6210.78194444	5045.8425	32466	19431	61260.2090463	262704.443992
2012-04-19	17	NA	10139	10139	6752.57166667	5644.40527778	39799	24330	66610.4779018	294526.840132
2012-04-19	18	NA	11114	11114	9103.25694444	7177.90083333	53221	32410	84851.7799689	380799.156752
2012-04-19	19	NA	11452	11452	9602.51722222	7281.36027778	56854	34298	90074.8599981	399757.79689
2012-04-19	20	NA	11523	11523	9353.96277778	6902.30027778	56419	33744	94302.3153273	381469.603127
2012-04-19	21	NA	11256	11255	9023.01944444	6535.98111111	55681	33116	98040.4676957	376920.070831
2012-04-19	22	NA	11159	11159	9085.39888889	6592.30138889	55452	32711	104653.290279	390610.580884
2012-04-19	23	NA	10729	10729	8373.59638889	5854.32805556	47704	28279	91696.51818	343033.801133
2012-04-20	0	NA	10073	10071	7130.50833333	4737.88694444	38054	22399	77694.3314914	284819.194399
2012-04-20	1	NA	8204	8204	4682.49527778	2871.04083333	24666	14663	52050.9849762	184421.412416
2012-04-20	2	NA	5653	5651	3068.31972222	1835.62222222	17111	10136	34343.7154113	121067.860917
2012-04-20	3	NA	3880	3878	2034.96833333	1208.07944444	10885	6500	23720.4127182	80940.7448708
2012-04-20	4	NA	3133	3132	1471.41138889	967.293055556	8192	5013	22044.0556964	72139.2340827
2012-04-20	5	NA	3194	3193	1284.18972222	885.215	7564	4899	22694.6523997	73414.5212009
2012-04-20	6	NA	5895	5894	3008.54916667	1891.39388889	18820	12522	39622.2902939	134659.700281
2012-04-20	7	NA	8625	8624	6098.58	4011.82388889	35527	22959	60811.31619	226165.149447
2012-04-20	8	NA	9927	9927	8194.80861111	6044.86472222	44008	27806	71610.6634199	293720.194182
2012-04-20	9	NA	10468	10468	8735.2	6475.75	42567	26852	71156.2278834	303139.288296
2012-04-20	10	NA	10400	10400	8097.53222222	5695.1975	39516	24486	64666.0163949	273957.762705
2012-04-20	11	NA	10267	10265	7729.76527778	5518.31638889	39976	24551	62322.2292425	266193.886063
2012-04-20	12	NA	9971	9970	7685.94944444	5855.75527778	40071	24845	65879.6657889	283376.829762
2012-04-20	13	NA	8984	8983	6968.93305556	5412.33583333	38526	23950	66256.9865699	272571.186188
2012-04-20	14	NA	10075	10073	7665.3875	6086.85638889	42877	26120	72056.1380617	297995.168867
2012-04-20	15	NA	10069	10069	7714.61833333	6152.41472222	39530	23642	69014.6492586	287309.458837
2012-04-20	16	NA	9866	9865	6192.03277778	5018.1025	32374	19325	59601.4682288	258295.783221
2012-04-20	17	NA	10159	10158	6770.04888889	5638.46666667	40501	24161	64589.9036518	289755.315627
2012-04-20	18	NA	11077	11077	9126.94888889	7240.75916667	52757	31492	84182.7322704	378307.029792
2012-04-20	19	NA	11465	11464	9562.81916667	7428.465	59383	34640	89956.1780643	401637.87515
2012-04-20	20	NA	11588	11588	9363.83833333	6960.48444444	58835	34149	92013.0905549	379193.345873
2012-04-20	21	NA	11315	11315	8909.32638889	6425.0625	57755	32828	90614.3672016	360742.258042
2012-04-20	22	NA	11181	11181	9066.89694444	6648.33694444	59968	33696	96384.880843	374159.453991
2012-04-20	23	NA	11066	11065	9113.29305556	6945.97472222	58380	32718	97853.3002965	380185.217733
2012-04-21	0	NA	10812	10812	8799.27222222	6447.31416667	52651	29440	95129.0597446	358271.308138
2012-04-21	1	NA	10246	10246	7723.68555556	5364.31083333	44634	25311	84883.7287649	310154.425605
2012-04-21	2	NA	9277	9276	6537.92861111	4250.03416667	37676	21241	71426.6352737	257363.441369
2012-04-21	3	NA	7982	7982	5191.79388889	3233.42361111	28044	15932	57313.321554	200450.562345
2012-04-21	4	NA	5965	5965	3266.91416667	2145.3125	17458	9987	42236.0399258	140731.392542
2012-04-21	5	NA	3359	3358	1461.61166667	974.021388889	8077	4893	22853.4708154	74254.5756511
2012-04-21	6	NA	3448	3448	1448.81055556	949.860277778	8556	5464	23707.2892905	75658.8830356
2012-04-21	7	NA	4633	4633	2162.04361111	1311.45361111	13156	8434	29151.8064705	97092.3540063
2012-04-21	8	NA	6125	6124	3508.31583333	2106.01777778	20947	13273	39006.3564867	136703.030654
2012-04-21	9	NA	7381	7381	4974.41527778	2979.80027778	30759	18631	49141.3857293	181272.755149
2012-04-21	10	NA	8352	8352	6080.88527778	3776.42055556	37375	22086	57248.6214716	218076.164715
2012-04-21	11	NA	8948	8948	6902.57166667	4473.86444444	41757	24519	62266.5139994	243880.962063
2012-04-21	12	NA	9232	9232	7453.31472222	5208.73027778	45105	26311	66176.0925999	268977.766879
2012-04-21	13	NA	9413	9413	7500.02972222	5569.90083333	45553	26284	66757.9807377	277775.783625
2012-04-21	14	NA	9616	9616	7446.32777778	5387.89861111	44169	25467	67587.7319059	275812.627387
2012-04-21	15	NA	9568	9567	7273.76944444	5333.75194444	43950	25211	69166.4041614	276404.006632
2012-04-21	16	NA	9319	9318	5849.53527778	4619.11722222	38259	21631	60562.7548741	239937.989505
2012-04-21	17	NA	9558	9557	6296.55972222	5195.08083333	45882	26067	66819.8490405	266711.274398
2012-04-21	18	NA	10413	10413	8467.77222222	6655.38416667	56349	31968	80670.2370794	329734.318274
2012-04-21	19	NA	10829	10829	9018.26611111	7128.50527778	58979	32965	84474.1558701	347817.183298
2012-04-21	20	NA	10969	10969	8697.165	6500.98166667	56170	31519	82581.7240257	342823.592611
2012-04-21	21	NA	10741	10741	8440.00694444	6073.73333333	54104	30107	78615.9475456	325016.916439
2012-04-21	22	NA	10723	10723	8887.36194444	6870.82888889	57404	31548	85038.9704415	353016.289397
2012-04-21	23	14	10726	10725	9257.42305556	7521.47055556	60984	32822	87143.4946927	366875.349711
2012-04-22	0	8	10574	10573	8939.9575	6951.74638889	55442	30499	89432.8845907	355808.446931
2012-04-22	1	NA	10082	10082	7890.80777778	5546.14333333	47670	26601	84346.1304252	312730.547743
2012-04-22	2	NA	9330	9330	6988.16305556	4659.77055556	40939	23051	75896.5874394	275422.549316
2012-04-22	3	NA	8182	8181	5805.51305556	3608.54166667	32572	18239	64128.201708	224303.559445
2012-04-22	4	NA	6413	6412	3701.05222222	2395.78833333	20207	11614	46529.5140617	158146.005168
2012-04-22	5	NA	3587	3586	1573.05194444	1063.98666667	8704	5187	24965.2745128	80506.2673665
2012-04-22	6	NA	3063	3062	1329.23777778	879.938888889	7695	4821	23043.3191071	71511.267299
2012-04-22	7	NA	3869	3869	1815.24583333	1111.56	10962	7043	27609.7999116	89459.592668
2012-04-22	8	NA	4969	4969	2578.90666667	1526.805	16419	10223	33698.0837058	112989.02388
2012-04-22	9	NA	6263	6263	3935.59722222	2261.71833333	26223	15805	43079.9061577	153898.483712
2012-04-22	10	0	7605	7605	5551.60472222	3425.29083333	38178	22533	57512.6608519	212896.57671
2012-04-22	11	7	8366	8365	6729.57638889	4691.81444444	49404	28550	67439.1999205	265184.619514
2012-04-22	12	3	8989	8989	7329.16138889	5441.49583333	51014	29512	73343.9666081	291535.669643
2012-04-22	13	10	9340	9339	7478.61972222	5891.80777778	51802	29748	76752.7997884	306445.344589
