date	hour	precip	drivers_onduty	drivers_occupied	t_onduty	t_occupied	n_pass	n_trip	n_mile	earnings
2010-01-01	0	1	9518	9518	5611.26444444	4623.27277778	51255	26180	62277.01231	247420.28919
2010-01-01	1	1	9920	9920	8625.23277778	6843.78805556	62011	31397	94469.1743486	363962.869729
2010-01-01	2	1	9718	9718	8162.25805556	6197.89166667	55841	28653	92397.7709929	344434.776746
2010-01-01	3	NA	9328	9326	7257.00055556	5164.45222222	47319	24562	83322.8449687	301966.372634
2010-01-01	4	NA	8396	8395	5531.04	3830.47416667	33883	17882	66919.9236309	234940.318828
2010-01-01	5	NA	6026	6024	3261.69027778	2205.31805556	19785	10636	42428.9554936	144146.578207
2010-01-01	6	NA	4349	4349	2258.905	1508.4225	13244	7477	31373.8943511	100609.775775
2010-01-01	7	NA	3715	3715	1742.35027778	1122.46722222	10021	5843	25278.7718859	80367.4914777
2010-01-01	8	NA	3611	3609	1436.75111111	928.471111111	8997	5364	21392.8909669	68394.4586194
2010-01-01	9	NA	4016	4016	1576.08111111	989.288611111	10963	6333	21509.6213797	71525.7332768
2010-01-01	10	NA	4725	4724	2315.54638889	1357.23722222	16193	9049	27829.8268984	94412.7270734
2010-01-01	11	NA	5278	5278	3205.59166667	1868.30416667	22350	12219	35936.91005	124695.228282
2010-01-01	12	NA	5306	5302	3503.90194444	2205.12361111	26891	14555	41316.8562683	147037.062455
2010-01-01	13	NA	5669	5668	3762.11555556	2545.3925	30265	16411	47171.4260445	166888.05348
2010-01-01	14	NA	6255	6255	4385.72083333	2807.065	31651	17078	50846.9984843	180410.686158
2010-01-01	15	NA	6530	6530	4427.90944444	2921.85166667	32624	17363	51144.682628	183932.208659
2010-01-01	16	NA	6795	6795	4061.8225	2918.97638889	32685	17169	48901.9677076	179378.480676
2010-01-01	17	NA	7246	7246	4400.42972222	3129.695	35127	18107	49672.1360656	184657.111344
2010-01-01	18	NA	7703	7701	5031.11333333	3155.01027778	34455	18110	48006.4156435	181680.687769
2010-01-01	19	NA	7828	7828	5204.35333333	3248.90888889	36430	18808	46287.6343803	180782.159153
2010-01-01	20	NA	7546	7545	4403.86777778	2636.80416667	30577	15874	41371.9592804	161064.746248
2010-01-01	21	NA	7406	7406	4247.605	2556.26	30173	15549	42280.0996282	160779.140052
2010-01-01	22	NA	7403	7402	4814.42111111	2955.84583333	34758	17896	48113.7135634	183614.036703
2010-01-01	23	0	7115	7115	4739.22722222	2872.07138889	32034	16781	47177.500619	177231.64767
2010-01-02	0	1	6577	6576	4250.07194444	2545.7125	28812	15130	44025.5228626	161401.303865
2010-01-02	1	1	5585	5585	3240.48083333	1893.49805556	21041	11319	34356.8441325	123732.476557
2010-01-02	2	NA	4436	4436	2515.10527778	1454.23916667	16559	8876	26904.0708783	96670.8933079
2010-01-02	3	NA	3553	3552	2015.59027778	1167.83194444	12957	6913	22860.6788938	79462.8443406
2010-01-02	4	NA	2933	2932	1559.87944444	1013.44027778	9624	5186	21277.4799583	70139.756306
2010-01-02	5	0	2069	2069	814.289166667	567.348888889	4579	2682	12924.1493058	41751.7498477
2010-01-02	6	1	2263	2263	922.838611111	679.5325	5127	3093	16317.353542	50279.7681145
2010-01-02	7	0	2928	2928	1106.52472222	765.103333333	6773	4159	17947.8814944	57693.2477884
2010-01-02	8	NA	3920	3918	1475.5625	969.955	9928	6008	21039.8004304	69422.2272466
2010-01-02	9	NA	5270	5270	2484.23027778	1459.04972222	17138	10026	28400.6777299	99350.716602
2010-01-02	10	NA	6451	6450	3640.35111111	2085.77944444	24916	14180	37074.7570753	134495.283299
2010-01-02	11	NA	7352	7352	4608.70083333	2699.68361111	32030	17835	44289.830002	165686.145187
2010-01-02	12	NA	7675	7672	5325.87666667	3290.64694444	38055	20880	50657.5756423	195264.878056
2010-01-02	13	NA	8205	8205	5896.765	3846.97305556	42111	22841	55102.9818494	217975.493818
2010-01-02	14	NA	8539	8539	6032.23888889	3924.52694444	40648	22094	57957.5291621	223772.545411
2010-01-02	15	NA	8672	8672	6078.04222222	4117.9325	43026	23224	59584.9305151	232432.670689
2010-01-02	16	NA	8573	8572	5285.54138889	3931.34416667	41352	22068	55826.1731996	219021.303284
2010-01-02	17	NA	8828	8825	5759.1825	4421.81361111	46190	24593	60611.9622682	239157.505819
2010-01-02	18	NA	9439	9438	7137.40472222	4863.91305556	50733	26790	63244.0651258	256936.468746
2010-01-02	19	NA	9717	9717	7617.84833333	5322.59444444	56444	29596	66287.9466937	276828.028993
2010-01-02	20	NA	9771	9771	6882.35805556	4286.09916667	46980	24552	58819.579583	244142.462759
2010-01-02	21	NA	9621	9621	6643.45527778	4111.14027778	47711	24725	60317.5651537	244056.280891
2010-01-02	22	NA	9535	9535	7114.55972222	4514.86888889	52074	26704	66180.7949255	265421.057717
2010-01-02	23	NA	9441	9441	7285.65583333	4699.51361111	52600	26939	70295.0447703	276437.380996
2010-01-03	0	NA	9045	9045	6884.96305556	4368.18194444	47323	24420	67906.2776259	260009.139385
2010-01-03	1	NA	8425	8423	5927.82138889	3569.21111111	39237	20723	60150.3668711	223254.33851
2010-01-03	2	NA	7350	7350	5005.855	2986.54861111	32751	17383	52582.4421621	190365.961843
2010-01-03	3	NA	6165	6164	4113.95277778	2412.00138889	26042	13806	45481.6190622	159404.130512
2010-01-03	4	NA	5016	5013	2798.85861111	1779.89861111	17126	9230	36083.8964191	122721.92579
2010-01-03	5	NA	2869	2867	1162.36472222	769.261666667	6793	3873	18123.5182264	59458.7902566
2010-01-03	6	NA	2495	2493	982.598333333	671.121666667	6007	3579	17257.0879044	54472.0234878
2010-01-03	7	NA	2917	2917	1084.14194444	733.179444444	6864	4207	19243.9126925	60301.3298449
2010-01-03	8	NA	3702	3702	1432.01138889	919.176388889	9742	5795	22519.0908018	72127.299508
2010-01-03	9	NA	5048	5048	2224.27055556	1310.39194444	16143	9239	27912.0127075	95728.8247255
2010-01-03	10	0	6423	6423	3622.66555556	2063.97138889	25901	14601	39119.8730155	138996.369567
2010-01-03	11	0	7403	7402	4680.23027778	2659.40861111	32463	18253	46475.2729174	170980.893742
2010-01-03	12	NA	7998	7998	5388.09944444	3295.80444444	37592	20919	53229.1397694	200552.143859
2010-01-03	13	NA	8400	8399	5767.91444444	3630.11305556	40770	22412	56531.8549442	217042.258552
2010-01-03	14	0	8614	8614	6139.665	4021.83416667	41973	23207	60175.7148411	233171.979347
2010-01-03	15	0	8780	8778	6122.46638889	4120.73277778	41496	22954	64210.5567257	241625.955129
2010-01-03	16	NA	8611	8609	5485.26027778	3970.74	39194	21728	60606.1290281	229463.054857
2010-01-03	17	0	8436	8436	5581.57888889	4019.62361111	39760	22080	59009.3196014	226683.380309
2010-01-03	18	NA	8683	8683	6042.69555556	3883.63	39092	21997	60041.8334622	225144.235531
2010-01-03	19	NA	8279	8279	5490.86694444	3382.19166667	35981	20159	55407.9338428	203269.706904
2010-01-03	20	NA	7719	7719	4734.14944444	2821.33305556	31484	17530	49611.6219992	185570.417981
2010-01-03	21	NA	7331	7331	4284.97611111	2575.89972222	27961	15590	49865.1257143	177568.82603
2010-01-03	22	NA	6921	6920	3903.43	2386.98444444	24415	13887	48625.5229952	169196.395578
2010-01-03	23	NA	6065	6064	3466.10388889	2130.45472222	20676	11978	45891.8679906	153705.803039
2010-01-04	0	NA	5004	5004	2610.79111111	1618.17472222	14608	8465	37378.3631585	121646.807583
2010-01-04	1	NA	3705	3705	1725.13055556	1070.14194444	9325	5498	25847.6281321	82966.8331152
2010-01-04	2	NA	2503	2502	996.551111111	643.738333333	5734	3361	14466.1218216	47189.8712399
2010-01-04	3	NA	1709	1709	651.635277778	428.766666667	3876	2318	9718.58323214	31383.1889703
2010-01-04	4	NA	1723	1722	669.675833333	453.728611111	3944	2417	11335.4049359	36490.6178876
2010-01-04	5	NA	2307	2307	833.233333333	548.914444444	5251	3517	13949.1049152	46324.2707117
2010-01-04	6	NA	4692	4690	2366.75638889	1456.69222222	15700	10549	30297.7711309	104111.768496
2010-01-04	7	NA	7344	7344	4987.465	3118.57833333	30006	19920	51684.4733755	189400.498624
2010-01-04	8	NA	8810	8810	6918.95555556	4579.30027778	39718	26001	63556.8028936	248709.062502
2010-01-04	9	NA	9378	9376	6725.34361111	4126.75222222	34300	22285	57283.7784571	225192.38029
2010-01-04	10	NA	9085	9085	5506.70277778	3368.56888889	29709	18662	51115.5301135	192735.859949
2010-01-04	11	NA	8570	8569	4953.24611111	3040.88916667	28574	17499	45801.9162524	174934.803634
2010-01-04	12	NA	8502	8501	5227.94416667	3253.24888889	30240	18580	48244.6575394	186401.058047
2010-01-04	13	NA	8685	8684	5206.44027778	3236.96166667	30748	18577	48978.1498277	187148.708021
2010-01-04	14	NA	8979	8978	5716.52972222	3594.02222222	33803	20489	53341.3732724	204742.333725
2010-01-04	15	NA	9189	9189	5901.04916667	3849.56916667	35628	21241	57808.7814855	221460.926955
2010-01-04	16	NA	9025	9025	5224.93555556	3596.23083333	33377	19896	54103.2599544	222736.770465
2010-01-04	17	NA	9509	9508	6324.74027778	4339.58472222	40562	24454	60119.1753267	258129.089791
2010-01-04	18	NA	10346	10346	7817.36888889	5053.51972222	46117	28275	68627.2954781	297354.192225
2010-01-04	19	NA	10131	10131	7295.36888889	4434.4525	43757	26572	66324.8756652	279208.325583
2010-01-04	20	NA	9598	9598	6131.89194444	3704.43222222	36576	22003	61748.1613075	234764.602747
2010-01-04	21	NA	8979	8979	5544.21027778	3328.48277778	33131	19731	59012.8358061	216762.878272
2010-01-04	22	NA	8252	8252	4690.14694444	2810.77027778	27606	16320	52024.5840334	186337.247727
2010-01-04	23	NA	7221	7220	3668.92	2240.7075	21646	12762	44899.3611709	155377.7993
2010-01-05	0	NA	5759	5756	2735.09111111	1676.77527778	15619	9284	35121.0832719	118276.293438
2010-01-05	1	NA	3777	3776	1568.64222222	978.746666667	9363	5558	20076.0976021	68145.7470288
2010-01-05	2	NA	2478	2477	979.086111111	613.962777778	5837	3518	12745.9198186	42634.0932066
2010-01-05	3	NA	1754	1753	653.203333333	419.040277778	4068	2385	8799.90458619	29113.927957
2010-01-05	4	NA	1643	1643	628.342222222	426.451666667	3760	2296	10306.4710732	32812.7026084
2010-01-05	5	NA	2276	2276	782.685	521.270833333	5166	3407	12787.3716246	42612.1024974
2010-01-05	6	NA	4769	4769	2283.23111111	1362.10722222	15017	10216	26221.9456276	92586.5506663
2010-01-05	7	NA	7781	7780	5365.08833333	3298.9875	32634	21259	50818.3662422	192350.747578
2010-01-05	8	NA	9586	9585	7775.15138889	5338.23361111	45778	29193	66248.687681	273802.412614
2010-01-05	9	NA	10185	10185	7910.74972222	5002.73694444	40592	26404	61837.9556324	256686.646608
2010-01-05	10	NA	9804	9804	6370.02527778	3876.47805556	33471	21065	49540.6650962	203356.085693
2010-01-05	11	NA	9436	9436	5807.45861111	3627.64888889	32032	19759	46389.069768	189835.220348
2010-01-05	12	NA	9530	9529	6087.0925	3838.62416667	34525	21384	49687.2464845	204847.633253
2010-01-05	13	NA	9572	9572	6056.17416667	3792.51333333	33967	20888	49731.8050413	202897.547675
2010-01-05	14	NA	9692	9690	6612.08194444	4268.36555556	36787	22725	56076.5418484	227159.364598
2010-01-05	15	NA	9678	9677	6521.71944444	4383.66361111	39040	23190	57929.1808745	233625.142331
2010-01-05	16	NA	9196	9195	5379.19111111	3828.66166667	34739	20535	52726.0188677	224462.388709
2010-01-05	17	NA	9505	9503	6300.39194444	4629.42	42317	25236	59477.9064589	262864.853472
2010-01-05	18	NA	10563	10563	8308.77222222	5727.635	51090	30865	72114.3272845	323528.085883
2010-01-05	19	NA	10910	10910	8277.09972222	5243.05472222	49414	29953	74851.2999571	319948.153102
2010-01-05	20	NA	10322	10321	7194.80944444	4351.62583333	42409	25674	68479.4525484	266967.014673
2010-01-05	21	NA	9677	9677	6676.08555556	4054.91055556	41070	24172	68105.0404267	255534.260554
2010-01-05	22	NA	9182	9182	5820.25472222	3529.08361111	33795	19771	61085.8255868	224052.646673
2010-01-05	23	0	8181	8181	4577.61194444	2740.50777778	26434	15458	50143.4010438	177954.037454
2010-01-06	0	NA	6583	6582	3075.50444444	1876.81305556	17585	10341	37258.6554403	128008.657861
2010-01-06	1	NA	4294	4292	1797.31777778	1103.04055556	10542	6316	21634.6197401	75512.6341169
2010-01-06	2	NA	2906	2906	1123.77027778	707.834722222	7037	4107	14188.1722632	48933.3777976
2010-01-06	3	NA	2097	2097	771.213333333	481.660833333	4793	2903	9893.84780432	33974.3345001
2010-01-06	4	NA	1837	1837	659.125555556	438.895	4050	2466	9979.00873057	33231.9529073
2010-01-06	5	NA	2310	2310	767.392222222	504.869722222	5129	3371	12236.4008786	41472.1422107
2010-01-06	6	NA	4905	4904	2308.20833333	1385.53361111	15157	10314	27195.6833675	96570.3604393
2010-01-06	7	NA	7856	7855	5345.21638889	3240.68805556	32532	21464	48896.8293924	188207.533203
2010-01-06	8	NA	9355	9355	7768.7025	5346.06805556	45488	29211	64399.5574308	270583.664814
2010-01-06	9	NA	9946	9946	7916.67083333	5105.49833333	41099	26748	61770.7506671	260467.601084
2010-01-06	10	NA	9755	9753	6477.61583333	3948.99638889	33996	21722	49720.0505352	206613.481957
2010-01-06	11	0	9582	9582	6051.65944444	3750.40444444	33394	20923	48088.3011348	199076.370524
2010-01-06	12	0	9535	9535	6319.49666667	3978.64666667	35710	22433	49998.5839083	209968.577702
2010-01-06	13	NA	9703	9703	6426.49194444	4064.84555556	35390	21991	52136.8731944	214645.857739
2010-01-06	14	NA	9822	9821	6931.78361111	4489.53388889	38138	23517	56812.8606487	233493.646374
2010-01-06	15	NA	9707	9707	6754.48194444	4664.05305556	39311	23650	59201.8981302	241333.902591
2010-01-06	16	0	9286	9284	5406.14972222	3977.39194444	34502	20644	52890.0796441	227257.538482
2010-01-06	17	0	9669	9669	6420.35166667	4866.71166667	43334	25867	60964.6883535	271775.226085
2010-01-06	18	NA	10524	10523	8459.63333333	5982.12361111	52258	31567	71280.0984374	327764.07691
2010-01-06	19	NA	10782	10782	8577.88194444	5646.68611111	52819	32067	74970.5472523	331044.397868
2010-01-06	20	NA	10612	10611	7846.84972222	4937.40722222	47547	28481	74039.3520036	294548.62944
2010-01-06	21	NA	10227	10226	7337.60111111	4550.1625	44980	26461	73893.0303665	280510.785919
2010-01-06	22	NA	9804	9802	6752.66055556	4135.46083333	39966	23366	70211.9362824	260066.849137
2010-01-06	23	NA	8944	8943	5108.68	3064.21583333	29053	17166	55483.5705208	198138.761332
2010-01-07	0	NA	7329	7328	3669.36555556	2246.08666667	21104	12503	42783.2352193	148985.577703
2010-01-07	1	NA	4894	4892	2089.64055556	1265.87916667	12370	7288	24360.0034922	85346.5947592
2010-01-07	2	NA	3249	3246	1356.65722222	841.130833333	8213	4878	16372.5114774	57087.377575
2010-01-07	3	NA	2331	2331	899.094722222	556.37	5462	3275	11241.790557	38592.4661
2010-01-07	4	NA	2061	2060	785.488333333	525.529166667	4699	2840	12112.2747558	39628.7625592
2010-01-07	5	NA	2429	2429	785.005833333	521.803333333	5310	3515	12724.8888829	42729.0669295
2010-01-07	6	NA	4977	4977	2372.30333333	1411.95305556	15691	10620	27925.5369791	98895.1748355
2010-01-07	7	NA	8057	8055	5555.69944444	3372.01694444	33668	22170	51426.4148545	196130.130484
2010-01-07	8	NA	9473	9473	7841.24972222	5349.93055556	45901	29714	64911.2149178	272121.13759
2010-01-07	9	NA	10036	10034	8065.39666667	5156.02083333	41731	27215	62037.4787837	262006.553673
2010-01-07	10	NA	9796	9796	6589.18305556	4062.89805556	34283	21897	49876.8773304	209756.940443
2010-01-07	11	NA	9554	9554	6128.63777778	3849.61888889	33419	21076	47347.5266589	198966.917877
2010-01-07	12	NA	9591	9591	6545.72333333	4165.42277778	36197	22803	50687.6842137	216312.188077
2010-01-07	13	NA	9736	9736	6520.28861111	4117.14722222	35669	22138	51910.5531284	215977.39394
2010-01-07	14	NA	10070	10070	7232.80666667	4822.83611111	39283	24315	59447.4748367	246778.559216
2010-01-07	15	NA	9964	9963	7005.98694444	4970.11361111	41168	24568	63473.5841143	257700.818275
2010-01-07	16	NA	9404	9403	5449.85694444	4068.00083333	34352	20565	54759.4636406	233023.166006
2010-01-07	17	NA	9746	9744	6422.53166667	4987.35722222	42689	25902	62144.2040771	275160.31137
2010-01-07	18	NA	10860	10860	8661.49055556	6316.30305556	53246	32235	75926.8664404	344198.402407
2010-01-07	19	NA	11159	11159	9060.64138889	6312.25166667	56777	33956	80393.8109979	358915.074997
2010-01-07	20	NA	11018	11018	8374.02916667	5384.305	49959	29879	77931.0001283	311870.391949
2010-01-07	21	NA	10470	10469	7646.19638889	4787.0175	46799	27460	75937.8142124	289016.898887
2010-01-07	22	NA	10111	10111	7597.73305556	4873.48083333	47765	27412	78624.3474548	295358.655279
2010-01-07	23	NA	9699	9698	6536.68944444	3993.00027778	38170	22097	68257.6345196	249151.121783
2010-01-08	0	NA	8783	8782	5493.36416667	3382.58694444	32859	19102	60456.6674456	218475.082255
2010-01-08	1	NA	6560	6557	3167.12416667	1891.12916667	18753	10818	35168.4606719	125088.193868
2010-01-08	2	NA	4521	4520	2120.41972222	1275.03027778	12292	7225	23982.7151534	84038.0720888
2010-01-08	3	0	3230	3230	1492.8775	921.098611111	8637	4986	17291.073318	60005.6768095
2010-01-08	4	2	2550	2550	1117.95111111	731.129722222	6178	3709	15437.2092846	51352.6047355
2010-01-08	5	1	2518	2516	934.348888889	618.706111111	5675	3772	14129.7525265	47507.5373455
2010-01-08	6	1	4899	4899	2451.03166667	1499.2075	15683	10691	28041.4180496	99196.6042511
2010-01-08	7	1	7853	7853	5482.795	3471.44055556	33044	21698	50525.9120736	193160.026216
2010-01-08	8	0	9268	9268	7677.64305556	5302.65972222	44209	28540	63353.8594561	265041.253721
2010-01-08	9	NA	9767	9766	7858.80777778	5206.21777778	39578	25932	58712.724887	253947.765393
2010-01-08	10	0	9541	9541	6428.54416667	3920.2375	32956	21170	47659.9334176	202320.940275
2010-01-08	11	0	9362	9360	5978.74361111	3723.74888889	32569	20545	47513.0678437	196811.058497
2010-01-08	12	NA	8933	8933	6199.32388889	4047.05833333	36157	22722	51016.6651761	214167.95722
2010-01-08	13	NA	9046	9046	6153.59972222	3999.91111111	36292	22635	52936.7399639	217546.985526
2010-01-08	14	NA	9597	9597	6825.64361111	4430.68472222	39568	24220	57580.4812245	235416.487067
2010-01-08	15	NA	9685	9685	6673.57861111	4560.07138889	39039	23419	60411.8498133	242930.477351
2010-01-08	16	NA	9363	9362	5543.79888889	4026.92444444	35602	21513	54881.435845	236991.948036
2010-01-08	17	0	9819	9818	6527.77583333	4865.26694444	45322	27127	61857.3877628	279333.252293
2010-01-08	18	NA	10876	10876	8775.72361111	6223.46444444	56923	33764	77340.3234939	351809.162668
2010-01-08	19	NA	11247	11246	9387.71166667	6636.49555556	63822	36907	83399.846935	379252.076048
2010-01-08	20	NA	11217	11217	8856.73083333	5864.26	57540	33042	81300.9741707	335232.072334
2010-01-08	21	NA	10849	10849	8100.82027778	5272.66333333	54231	30431	76794.6559162	307839.714859
2010-01-08	22	NA	10712	10711	8470.37972222	5696.57611111	58088	31941	83719.5511597	329213.795192
2010-01-08	23	NA	10571	10571	8540.08861111	5754.30972222	58408	31694	85074.6890921	332102.279111
2010-01-09	0	NA	10298	10298	8157.52777778	5420.03444444	53985	29179	83539.7883003	317992.5384
2010-01-09	1	NA	9681	9680	7012.79916667	4310.75305556	42808	23637	70679.0171394	261831.82455
2010-01-09	2	NA	8563	8562	5808.43027778	3470.06583333	34859	19171	59596.1645905	215815.140406
2010-01-09	3	NA	7188	7186	4509.45361111	2639.72277778	26313	14592	48135.2766227	170022.866516
2010-01-09	4	NA	5429	5427	2838.02333333	1810.36305556	15894	8870	35785.4052968	119932.159878
2010-01-09	5	NA	2930	2929	1149.31555556	758.063611111	6551	3928	17051.3146372	55725.0057386
2010-01-09	6	NA	2896	2894	1087.44833333	723.136666667	6654	4260	17453.2714812	56214.2567681
2010-01-09	7	NA	3828	3828	1595.57	993.260277778	9770	6385	21852.6825574	72318.9566602
2010-01-09	8	NA	5233	5231	2419.89027778	1402.53277778	15768	10097	27197.3387807	96360.4914676
2010-01-09	9	NA	6680	6679	3777.45611111	2087.73583333	24275	15235	35443.9257888	133375.834292
2010-01-09	10	NA	7558	7558	4789.21916667	2624.53361111	31182	18852	40791.2863421	159312.766647
2010-01-09	11	NA	8363	8362	5680.575	3243.94472222	36725	22033	47794.486124	189284.881127
2010-01-09	12	NA	8885	8885	6338.74527778	3873.23805556	41111	24317	54451.6648509	218090.448909
2010-01-09	13	NA	9207	9207	6675.23833333	4248.85722222	43662	25116	57062.3854659	232685.67162
2010-01-09	14	NA	9268	9268	6437.95555556	3937.85166667	40639	23557	53421.814954	216209.927304
2010-01-09	15	NA	9322	9322	6658.59888889	4324.68805556	44494	25464	60054.6497818	237855.714857
2010-01-09	16	NA	9196	9196	5843.08611111	4365.85222222	44397	25345	62000.3106247	242152.664607
2010-01-09	17	NA	9365	9363	5985.14777778	4500.83583333	47454	26725	63293.6422436	247868.688888
2010-01-09	18	NA	10344	10343	7922.59083333	5324.40138889	53472	30020	71490.0467178	282475.454231
2010-01-09	19	NA	10578	10578	8670.53583333	6061.20916667	62779	34555	77215.9865184	314363.422576
2010-01-09	20	NA	10744	10743	8258.34222222	5490.62833333	55637	30342	73696.9621674	304957.675554
2010-01-09	21	NA	10556	10554	7652.68333333	4846.41472222	52805	28535	68621.3210098	280006.794715
2010-01-09	22	NA	10567	10567	8485.38861111	5763.14194444	60981	32364	78997.5222125	321984.6759
2010-01-09	23	NA	10566	10566	9118.21027778	6647.96111111	66191	35131	89342.4956183	362671.31458
2010-01-10	0	NA	10352	10352	8739.015	6327.18138889	61105	32577	89295.5169169	351297.109741
2010-01-10	1	NA	9952	9950	7896.47777778	5178.29027778	52331	28364	81598.1453918	306970.987381
2010-01-10	2	NA	9186	9185	6891.71777778	4307.77388889	43210	23636	71857.8035836	263618.929978
2010-01-10	3	NA	7770	7770	5394.83027778	3198.14722222	32225	17637	56539.0370861	202201.45133
2010-01-10	4	NA	6171	6169	3420.09916667	2163.4	19471	10726	40998.336261	141131.074995
2010-01-10	5	NA	3184	3181	1281.80083333	832.998611111	7505	4390	18460.2920654	61620.4108319
2010-01-10	6	NA	2657	2657	1034.78305556	690.4325	6073	3856	17035.375183	54237.540555
2010-01-10	7	NA	3197	3197	1220.54694444	777.308888889	7724	4880	18745.8365782	60986.754172
2010-01-10	8	NA	4154	4153	1749.77222222	1030.18305556	11697	7326	22491.566077	77832.7004437
2010-01-10	9	NA	5452	5451	2748.69	1521.51694444	19155	11501	29577.0700129	106577.59269
2010-01-10	10	NA	6682	6681	4101.88166667	2252.505	28514	16716	39204.7922283	146318.627719
2010-01-10	11	NA	7854	7854	5364.62166667	3080.23944444	35690	20675	50496.5817743	190931.822267
2010-01-10	12	NA	8475	8475	6195.57055556	3891.64583333	41539	24038	58607.7511939	227262.178232
2010-01-10	13	NA	8747	8747	6322.76083333	4066.36444444	41643	23962	59765.6003591	232727.738194
2010-01-10	14	NA	8985	8985	6536.82694444	4278.83694444	42010	23884	62581.2027098	242528.668745
2010-01-10	15	NA	9045	9045	6142.52416667	4039.03305556	39760	22300	61949.0726165	236029.601175
2010-01-10	16	NA	8885	8883	5895.99333333	4142.67805556	40379	22862	62901.6853991	238476.463061
2010-01-10	17	NA	8927	8927	6219.59638889	4501.3675	43065	24330	66511.223003	251330.476164
2010-01-10	18	NA	9154	9154	6708.36944444	4406.20138889	41992	23990	65356.7895197	247408.585673
2010-01-10	19	NA	8741	8739	5810.38611111	3604.82833333	36561	20950	57490.3937078	213371.294277
2010-01-10	20	NA	8018	8017	5159.60444444	3188.49305556	33688	19383	55533.7076085	206693.487782
2010-01-10	21	NA	7735	7735	4827.84055556	2955.455	30704	17759	55580.7684954	201034.144733
2010-01-10	22	NA	7138	7138	4339.73305556	2615.73083333	26449	15273	50540.4403116	179961.158705
2010-01-10	23	NA	6034	6032	3484.57333333	2119.21361111	20633	12086	42517.1128275	146915.47361
2010-01-11	0	NA	4836	4836	2376.86055556	1464.285	13496	7976	30817.2203379	103546.276269
2010-01-11	1	NA	3246	3245	1429.77444444	883.5725	7896	4807	18370.6037464	61707.5751176
2010-01-11	2	NA	2132	2132	903.028611111	552.895555556	5373	3218	10950.3143348	37237.6201421
2010-01-11	3	NA	1615	1615	643.188333333	395.885555556	3866	2370	8230.48994877	27591.2392377
2010-01-11	4	NA	1681	1681	659.521944444	432.541388889	3854	2366	10324.6232931	33514.4084308
2010-01-11	5	NA	2496	2496	937.035	609.494166667	5808	3907	15070.4517119	50446.2295285
2010-01-11	6	NA	5016	5015	2595.65222222	1601.13694444	16811	11360	32541.9548341	111485.469747
2010-01-11	7	NA	7702	7702	5522.21527778	3541.01583333	34184	22519	55791.6420415	208597.843357
2010-01-11	8	NA	9041	9041	7567.95416667	5333.97444444	45131	29153	66291.3983474	272958.008358
2010-01-11	9	NA	9667	9667	7828.50027778	5112.18527778	39987	26292	63712.1983804	262434.984167
2010-01-11	10	NA	9448	9448	6350.94027778	3931.26833333	32346	20830	52130.7418157	209624.527991
2010-01-11	11	NA	9084	9084	5800.49472222	3645.25666667	31923	20287	50510.9531528	200576.770618
2010-01-11	12	NA	8965	8964	5889.30388889	3692.81138889	33647	21262	50186.6828638	203875.43372
2010-01-11	13	NA	9136	9136	5947.35527778	3671.67388889	33904	21354	50646.3565282	203409.209249
2010-01-11	14	NA	9274	9274	6470.23083333	4085.78805556	37229	23173	54940.7248248	222799.284527
2010-01-11	15	NA	9338	9336	6361.47194444	4304.48916667	38651	23253	58217.2740874	233072.956584
2010-01-11	16	NA	9170	9168	5581.49111111	3949.54222222	35136	21563	55875.1151983	237454.615657
2010-01-11	17	NA	9671	9671	6629.98861111	4784.74333333	42830	26161	61936.5327631	274613.968344
2010-01-11	18	NA	10566	10565	8376.99527778	5738.0075	51148	31226	73084.5522442	328580.300227
2010-01-11	19	NA	10615	10615	8232.08083333	5183.57416667	49213	30067	73422.0543596	316100.098348
2010-01-11	20	NA	10143	10143	7099.21777778	4304.91333333	42058	25523	67888.9332337	265071.266558
2010-01-11	21	NA	9396	9395	6380.0175	3847.08222222	38159	23127	66459.1094038	245912.459975
2010-01-11	22	NA	8697	8695	5702.52888889	3428.52333333	33223	19875	60860.1318269	222274.917501
2010-01-11	23	NA	7751	7750	4284.09916667	2549.51333333	24016	14583	47884.9371904	169550.572037
2010-01-12	0	NA	6004	6004	2901.61222222	1757.96138889	16569	9857	34522.3716325	119058.375259
2010-01-12	1	NA	4035	4035	1699.08777778	1051.39055556	10043	5996	21198.4412126	72746.2931439
2010-01-12	2	NA	2591	2590	1088.83638889	663.632777778	6395	3902	12829.9885083	44581.9070753
2010-01-12	3	NA	1846	1845	690.211944444	436.706666667	4224	2540	8861.21934606	30096.7472288
2010-01-12	4	NA	1685	1685	606.751666667	406.184722222	3645	2284	9228.9507375	30453.1933833
2010-01-12	5	NA	2358	2357	780.121111111	511.928888889	5158	3473	12065.2903933	40631.9841882
2010-01-12	6	NA	5010	5010	2422.90166667	1442.475	15818	10669	28053.3644195	99241.420148
2010-01-12	7	NA	8083	8082	5712.28916667	3584.99722222	34893	23232	54610.9812085	208471.382187
2010-01-12	8	NA	9594	9594	7985.71305556	5571.06861111	47533	30719	67518.4373014	282938.650486
2010-01-12	9	NA	10174	10174	8292.69944444	5483.57222222	42704	28108	64689.7311336	275073.748962
2010-01-12	10	NA	10038	10038	7020.31444444	4381.365	35805	22961	53508.7966605	224362.674818
2010-01-12	11	NA	9731	9730	6429.18333333	4035.64861111	34946	22230	51007.3983507	212006.193707
